freelancer_id,year,quarter,city,gender,age,age_missing_flag,education_level,edu_missing_flag,english_proficiency,english_missing_flag,platform,profile_level,skill_category,primary_skill,account_age_years,experience_years,exp_missing_flag,profile_complete_pct,profile_missing_flag,hourly_rate_usd,monthly_active_hours,hours_missing_flag,monthly_earnings_usd,pkr_usd_rate,monthly_earnings_pkr,jobs_completed,review_score,review_missing_flag,job_success_score_pct,jss_missing_flag,repeat_client_rate_pct,repeat_missing_flag,primary_client_region,payment_method,freelancing_as_primary_income
PK-FL-01374,2023,Q3,Jhelum,Male,23.0,0,Master's,0,Basic,0,Freelancer.com,Preferred Freelancer,Data Entry & Virtual Assistant,Web Research,5.4,2.4,0,86.0,0,7.9,21.0,0,102.0,275.3,28081.0,61,3.5,0,,1,41.0,0,USA,Payoneer,Yes
PK-FL-01375,2022,Q2,Rawalpindi,Male,20.0,0,Bachelor's,0,Fluent,0,Fiverr,New Seller,Mobile App Development,React Native,7.9,2.0,0,76.0,0,27.8,36.0,0,566.0,203.5,115181.0,1,3.7,0,,1,12.0,0,Middle East,Payoneer,No - Side Income
PK-FL-01376,2018,Q4,Islamabad,Male,35.0,0,Intermediate/A-Levels,0,Fluent,0,Fiverr,Level 2,Content Writing,Academic Writing,1.5,1.7,0,91.0,0,3.2,21.0,0,67.0,130.8,8764.0,54,4.4,0,,1,43.0,0,USA,Wise,No - Side Income
PK-FL-01377,2025,Q2,Faisalabad,Male,31.0,0,Bachelor's,0,Fluent,0,Upwork,Top Rated Plus,Data Entry & Virtual Assistant,Lead Generation,2.7,2.1,1,99.0,0,12.5,166.0,0,1156.0,279.7,323333.0,269,4.8,0,97.0,0,54.0,0,Middle East,Payoneer,Yes
PK-FL-01378,2021,Q3,Islamabad,Male,28.0,0,Self-taught/No Formal Degree,0,Conversational,0,Fiverr,Level 1,Digital Marketing,Pinterest Marketing,4.4,2.0,0,73.0,0,21.2,23.0,0,427.0,175.6,74981.0,32,4.5,0,,1,28.0,0,Canada,Wise,Yes
PK-FL-01379,2025,Q3,Rawalpindi,Male,18.0,0,Bachelor's,0,Conversational,0,Upwork,Top Rated,Web Development,WordPress,6.1,0.5,0,93.0,0,45.4,48.0,0,1679.0,283.3,475661.0,209,4.6,0,92.0,0,64.0,0,USA,Payoneer + Wise,No - Side Income
PK-FL-01380,2019,Q4,Peshawar,Female,39.0,0,Bachelor's,0,Native/Bilingual,0,Fiverr,Level 2,Content Writing,Technical Writing,2.7,1.7,0,85.0,0,15.5,38.0,0,428.0,151.3,64756.0,61,3.3,0,,1,40.0,0,Middle East,Bank Transfer,No - Side Income
PK-FL-01381,2015,Q4,Peshawar,Male,21.0,0,Self-taught/No Formal Degree,0,Conversational,0,Upwork,Rising Talent,Web Development,Node.js,0.7,1.6,0,83.0,0,16.3,52.0,0,824.0,103.0,84872.0,4,4.1,0,80.0,0,49.0,0,USA,Payoneer,Yes
PK-FL-01382,2025,Q1,Islamabad,Male,37.0,0,Bachelor's,0,Fluent,0,Fiverr,New Seller,Web Development,TypeScript,7.9,5.2,0,71.0,0,33.1,170.0,0,5170.0,280.3,1449151.0,5,3.7,0,,1,38.0,0,UK,Payoneer + Skrill,Yes
PK-FL-01383,2021,Q2,Karachi,Female,26.0,0,Self-taught/No Formal Degree,0,Basic,0,Upwork,No Badge,Mobile App Development,Android (Kotlin),1.2,1.4,0,71.0,0,29.3,24.0,0,587.0,173.8,102021.0,2,4.8,0,,1,37.0,0,Australia,Bank Transfer,Yes
PK-FL-01384,2024,Q3,Multan,Male,20.0,0,Bachelor's,0,Basic,0,Upwork,No Badge,Video Editing,YouTube Editing,6.8,2.0,0,88.0,1,9.2,79.0,0,652.0,279.5,182234.0,3,3.5,0,,1,40.0,0,Europe,JazzCash/Easypaisa,Yes
PK-FL-01385,2024,Q3,Lahore,Male,37.0,0,Bachelor's,0,Fluent,1,Freelancer.com,Preferred Freelancer,Video Editing,Podcast Editing,7.7,1.2,0,77.0,0,26.0,98.0,0,1785.0,284.6,508011.0,58,4.3,0,,1,1.0,0,UK,Payoneer + Wise,No - Side Income
PK-FL-01386,2023,Q4,Abbottabad,Female,42.0,0,Bachelor's,0,Fluent,0,Upwork,Rising Talent,Graphic Design,Motion Graphics,1.2,0.9,0,72.0,0,9.2,94.0,0,501.0,237.1,118787.0,7,3.6,0,80.0,0,30.0,0,Australia,Bank Transfer,Yes
PK-FL-01387,2025,Q2,Lahore,Female,34.0,0,Self-taught/No Formal Degree,0,Conversational,0,Freelancer.com,Pro Freelancer,AI & Machine Learning,Python/ML,7.5,7.4,0,89.0,0,83.0,149.0,0,9082.0,284.6,2584737.0,371,4.5,0,,1,42.0,0,Canada,Payoneer + Bank Transfer,No - Student
PK-FL-01388,2018,Q4,Islamabad,Male,26.0,0,Self-taught/No Formal Degree,0,Fluent,0,Upwork,Rising Talent,Data Entry & Virtual Assistant,Excel Processing,0.4,1.4,0,64.0,0,2.4,49.0,0,99.0,112.9,11177.0,3,4.5,0,,1,25.0,0,USA,Payoneer + Wise,Yes
PK-FL-01389,2016,Q4,Lahore,Male,21.0,0,Self-taught/No Formal Degree,0,Conversational,0,Upwork,Rising Talent,Data Entry & Virtual Assistant,Data Entry,0.8,2.1,1,94.0,0,2.0,87.0,0,168.0,104.3,17522.0,6,4.4,0,74.0,0,39.0,0,Australia,Wise,Yes
PK-FL-01390,2020,Q4,Chakwal,Male,35.0,0,Master's,0,Conversational,0,Fiverr,Level 2,AI & Machine Learning,Computer Vision,0.3,0.8,0,63.0,0,13.5,125.0,0,999.0,163.1,162937.0,25,3.7,0,,1,6.0,0,USA,Wise,No - Student
PK-FL-01391,2022,Q2,Rawalpindi,Male,33.0,0,Bachelor's,0,Fluent,0,Fiverr,Level 2,Mobile App Development,Flutter,0.4,0.6,0,61.0,0,19.6,126.0,0,2180.0,203.6,443848.0,36,4.1,0,,1,31.0,0,UK,Payoneer + Bank Transfer,Yes
PK-FL-01392,2020,Q2,Karachi,Male,22.0,0,Bachelor's,0,Fluent,0,Fiverr,Level 1,Data Entry & Virtual Assistant,Virtual Assistant,5.5,4.0,0,63.0,0,4.1,21.0,0,48.0,167.8,8054.0,58,3.3,0,,1,6.0,0,USA,Payoneer,Yes
PK-FL-01393,2025,Q4,Quetta,Male,37.0,0,Bachelor's,0,Fluent,0,Upwork,Rising Talent,Video Editing,Reels/Shorts,8.3,2.9,0,62.0,0,44.1,119.0,0,4931.0,283.6,1398432.0,18,4.0,0,75.0,0,20.0,0,USA,Payoneer,Yes
PK-FL-01394,2018,Q2,Islamabad,Male,28.0,0,Intermediate/A-Levels,0,Fluent,0,Upwork,No Badge,Graphic Design,Illustration,1.3,2.6,0,82.0,0,17.3,61.0,0,812.0,133.3,108240.0,3,3.7,0,,1,36.0,0,UK,Wise,No - Side Income
PK-FL-01395,2018,Q4,Mingora,Male,44.0,0,Bachelor's,0,Conversational,0,Freelancer.com,New Member,Data Entry & Virtual Assistant,Virtual Assistant,2.8,1.5,0,72.0,0,5.0,92.0,1,322.0,118.4,38125.0,0,,1,,1,8.0,0,UK,Payoneer,Yes
PK-FL-01396,2023,Q4,Islamabad,Female,21.0,0,Master's,0,Fluent,0,Fiverr,New Seller,Content Writing,Resume Writing,1.5,1.2,0,86.0,0,4.5,21.0,0,58.0,255.8,14836.0,2,3.5,0,,1,37.0,0,USA,Payoneer + Wise,Yes
PK-FL-01397,2024,Q2,Hyderabad,Female,21.0,0,Master's,0,Fluent,0,Upwork,Expert-Vetted,Video Editing,Subtitles & Captions,3.4,2.3,0,89.0,0,38.1,92.0,1,4448.0,278.2,1237434.0,795,4.7,0,97.0,0,46.0,0,South Asia,Skrill,No - Side Income
PK-FL-01398,2020,Q4,Peshawar,Male,27.0,0,PhD/MPhil,0,Native/Bilingual,0,Upwork,Top Rated,Graphic Design,3D Modeling,0.7,0.5,0,93.0,0,14.5,152.0,0,2100.0,157.0,329700.0,48,5.0,0,93.0,0,34.0,0,Europe,Bank Transfer,No - Side Income
PK-FL-01399,2016,Q1,Karachi,Male,19.0,0,Bachelor's,0,Conversational,0,Upwork,No Badge,AI & Machine Learning,Data Analysis,1.7,1.0,0,88.0,0,27.3,93.0,0,1474.0,104.3,153738.0,0,,1,,1,49.0,0,Canada,Wise,No - Side Income
PK-FL-01400,2019,Q3,Lahore,Male,34.0,0,Bachelor's,1,Native/Bilingual,0,Freelancer.com,Pro Freelancer,Content Writing,Proofreading,3.6,4.2,0,90.0,0,5.8,109.0,0,500.0,151.2,75600.0,300,4.6,0,,1,13.0,0,USA,Payoneer + Bank Transfer,No - Student
PK-FL-01401,2022,Q1,Jhelum,Male,45.0,0,Master's,0,Fluent,0,Upwork,Top Rated Plus,Video Editing,Reels/Shorts,5.8,3.8,0,96.0,0,41.3,92.0,1,2636.0,192.4,507166.0,557,4.8,0,95.0,0,45.0,0,Europe,Payoneer + Bank Transfer,No - Student
PK-FL-01402,2016,Q4,Islamabad,Male,31.0,1,Bachelor's,0,Fluent,0,Upwork,Expert-Vetted,Graphic Design,Flyer/Poster Design,1.7,2.3,0,88.0,0,13.0,156.0,0,1788.0,104.9,187561.0,393,4.4,0,98.0,0,28.0,0,Canada,Payoneer,Yes
PK-FL-01403,2020,Q3,Faisalabad,Female,45.0,0,PhD/MPhil,0,Fluent,1,Upwork,Top Rated,Digital Marketing,Influencer Marketing,5.2,2.5,0,96.0,0,10.2,62.0,0,506.0,162.5,82225.0,210,4.4,0,96.0,0,58.0,0,Middle East,Payoneer + Wise,Yes
PK-FL-01404,2020,Q1,Karachi,Male,26.0,0,Bachelor's,0,Basic,0,Fiverr,Level 1,Mobile App Development,Flutter,1.1,1.2,0,69.0,0,8.9,47.0,0,267.0,164.8,44002.0,7,4.2,0,,1,47.0,0,UK,Wise,No - Student
PK-FL-01405,2019,Q3,Islamabad,Male,34.0,0,PhD/MPhil,0,Fluent,0,Upwork,No Badge,Mobile App Development,iOS (Swift),3.8,3.0,0,61.0,0,34.2,113.0,0,2652.0,146.7,389048.0,10,4.6,0,81.0,0,32.0,0,USA,Payoneer,Yes
PK-FL-01406,2025,Q2,Peshawar,Female,23.0,0,Self-taught/No Formal Degree,0,Basic,0,Freelancer.com,New Member,Graphic Design,Flyer/Poster Design,2.7,1.8,0,95.0,0,26.0,34.0,0,849.0,282.4,239758.0,7,4.0,0,,1,27.0,0,Mixed,Payoneer + Wise,No - Side Income
PK-FL-01407,2022,Q3,Rawalpindi,Female,41.0,0,Bachelor's,0,Conversational,0,Fiverr,Level 1,Graphic Design,UI/UX Design,6.6,4.7,0,85.0,0,25.2,131.0,0,2521.0,228.6,576301.0,39,3.7,0,,1,8.0,0,USA,Bank Transfer,Yes
PK-FL-01408,2023,Q2,Islamabad,Female,22.0,0,Matric/O-Levels,0,Conversational,0,Upwork,Rising Talent,Content Writing,Academic Writing,1.1,2.6,0,94.0,0,11.0,157.0,0,1089.0,282.4,307534.0,4,5.0,0,88.0,0,22.0,0,USA,Payoneer,Yes
PK-FL-01409,2017,Q1,Faisalabad,Female,24.0,0,Bachelor's,0,Basic,0,Upwork,Rising Talent,Web Development,Node.js,1.7,0.6,0,98.0,0,30.8,100.0,0,2741.0,109.8,300962.0,6,4.0,0,89.0,0,38.0,0,Canada,Payoneer,No - Side Income
PK-FL-01410,2020,Q1,Sialkot,Female,43.0,0,Master's,0,Fluent,0,Freelancer.com,Pro Freelancer,Graphic Design,Logo Design,5.5,4.1,0,95.0,0,24.3,70.0,0,945.0,165.4,156303.0,265,3.8,0,,1,4.0,0,Mixed,Skrill,No - Side Income
PK-FL-01411,2025,Q4,Larkana,Female,44.0,0,Matric/O-Levels,0,Basic,0,Fiverr,New Seller,Video Editing,Colour Grading,3.3,2.1,1,60.0,0,26.0,37.0,0,899.0,282.0,253518.0,2,3.7,0,,1,40.0,0,Mixed,Bank Transfer,Yes
PK-FL-01412,2019,Q3,Quetta,Female,42.0,0,Bachelor's,0,Native/Bilingual,0,Upwork,Top Rated Plus,Graphic Design,Brand Identity,1.1,1.6,0,88.0,0,9.8,85.0,0,523.0,143.4,74998.0,192,4.7,0,95.0,0,55.0,0,USA,Bank Transfer,Yes
PK-FL-01413,2021,Q2,Karachi,Female,45.0,0,Bachelor's,0,Fluent,0,Freelancer.com,Pro Freelancer,Content Writing,Script Writing,1.4,1.5,0,90.0,0,8.7,63.0,0,499.0,168.3,83982.0,150,4.1,0,,1,52.0,0,Middle East,Bank Transfer,No - Student
PK-FL-01414,2021,Q4,Rawalpindi,Male,27.0,0,Bachelor's,0,Fluent,0,Freelancer.com,Preferred Freelancer,Digital Marketing,Pinterest Marketing,5.1,4.7,0,95.0,0,20.2,104.0,0,1946.0,174.6,339772.0,59,3.4,0,,1,18.0,0,UK,Payoneer,Yes
PK-FL-01415,2018,Q2,Bahawalpur,Female,18.0,0,Bachelor's,0,Fluent,0,Freelancer.com,New Member,AI & Machine Learning,Python/ML,2.2,0.5,0,88.0,0,23.8,55.0,0,1093.0,136.5,149194.0,2,4.4,0,,1,4.0,0,UK,Bank Transfer,Yes
PK-FL-01416,2024,Q4,Muzaffarabad,Male,32.0,0,Self-taught/No Formal Degree,0,Fluent,0,Freelancer.com,Preferred Freelancer,Mobile App Development,React Native,8.8,2.9,0,89.0,0,32.9,117.0,0,3668.0,278.1,1020071.0,80,4.2,0,,1,16.0,0,Australia,Payoneer + Bank Transfer,Yes
PK-FL-01417,2022,Q4,Lahore,Female,30.0,0,Bachelor's,1,Native/Bilingual,0,Upwork,Expert-Vetted,Digital Marketing,Influencer Marketing,4.4,5.6,0,93.0,0,27.7,69.0,0,1651.0,228.1,376593.0,406,4.6,0,97.0,0,20.0,0,Europe,Payoneer,Yes
PK-FL-01418,2022,Q1,Islamabad,Female,31.0,0,Bachelor's,0,Fluent,0,Fiverr,Level 2,Digital Marketing,Social Media Marketing,2.0,3.4,0,81.0,0,26.4,50.0,0,769.0,194.5,149570.0,45,3.3,0,,1,25.0,0,USA,Payoneer,No - Student
PK-FL-01419,2019,Q3,Karachi,Male,28.0,0,Matric/O-Levels,0,Basic,0,Fiverr,Top Rated Seller,Digital Marketing,Pinterest Marketing,3.0,0.3,0,88.0,0,29.2,136.0,0,2933.0,152.7,447869.0,322,5.0,0,,1,50.0,0,USA,Skrill,No - Side Income
PK-FL-01420,2024,Q3,Rawalpindi,Male,37.0,0,Master's,0,Conversational,0,Freelancer.com,New Member,Content Writing,Product Descriptions,2.1,0.7,0,81.0,0,6.5,100.0,0,478.0,282.3,134939.0,5,3.5,0,,1,48.0,0,Middle East,Payoneer,No - Student
PK-FL-01421,2024,Q4,Faisalabad,Female,31.0,0,Bachelor's,1,Native/Bilingual,0,Fiverr,New Seller,Video Editing,Reels/Shorts,1.0,1.0,0,76.0,0,25.8,19.0,0,417.0,282.4,117761.0,0,,1,,1,46.0,0,Australia,Payoneer,No - Side Income
PK-FL-01422,2023,Q4,Karachi,Male,35.0,0,Bachelor's,0,Conversational,0,Freelancer.com,New Member,Digital Marketing,Social Media Marketing,2.4,0.4,0,71.0,0,10.8,146.0,0,1336.0,270.3,361121.0,6,4.3,0,,1,47.0,0,Canada,Payoneer + Wise,No - Student
PK-FL-01423,2022,Q4,Lahore,Male,24.0,0,Bachelor's,0,Fluent,0,Fiverr,New Seller,Digital Marketing,Email Marketing,2.2,3.6,0,66.0,0,12.6,28.0,0,287.0,196.3,56338.0,4,3.5,0,,1,15.0,0,USA,JazzCash/Easypaisa,Yes
PK-FL-01424,2020,Q3,Sialkot,Male,27.0,0,Bachelor's,0,Fluent,0,Upwork,Expert-Vetted,Accounting & Finance,Accounts Reconciliation,2.9,0.6,0,88.0,0,41.0,136.0,0,5132.0,164.1,842161.0,342,4.4,0,99.0,0,42.0,0,UK,Payoneer + Wise,Yes
PK-FL-01425,2024,Q1,Lahore,Female,39.0,0,Bachelor's,0,Fluent,0,Freelancer.com,New Member,Digital Marketing,Google Ads,3.7,2.1,1,63.0,0,24.5,34.0,0,484.0,279.1,135084.0,13,3.2,0,,1,21.0,0,USA,Payoneer,Yes
PK-FL-01426,2018,Q3,Rawalpindi,Male,30.0,0,Bachelor's,0,Fluent,0,Upwork,No Badge,Web Development,Vue.js,3.9,2.1,0,89.0,0,4.9,147.0,0,563.0,113.6,63957.0,0,,1,,1,36.0,0,UK,Payoneer + Bank Transfer,No - Side Income
PK-FL-01427,2021,Q2,Hyderabad,Male,40.0,0,Bachelor's,0,Fluent,0,Upwork,No Badge,Digital Marketing,SEO,3.4,3.2,0,98.0,0,12.7,62.0,0,650.0,171.6,111540.0,0,,1,,1,44.0,0,Mixed,Wise,No - Side Income
PK-FL-01428,2017,Q4,Karachi,Male,23.0,0,Self-taught/No Formal Degree,0,Fluent,0,Upwork,No Badge,AI & Machine Learning,Prompt Engineering,1.9,0.4,0,82.0,0,25.5,108.0,0,2736.0,107.9,295214.0,2,4.1,0,,1,33.0,1,USA,Wise,No - Student
PK-FL-01429,2021,Q4,Lahore,Male,28.0,0,Master's,0,Fluent,0,Freelancer.com,Preferred Freelancer,Web Development,PHP/Laravel,1.8,1.9,0,60.0,0,42.3,91.0,0,3681.0,173.0,636813.0,41,4.8,0,,1,2.0,0,Europe,Wise,No - Side Income
PK-FL-01430,2023,Q1,Rawalpindi,Male,36.0,0,Bachelor's,0,Fluent,0,Upwork,Top Rated,Web Development,Shopify,0.7,0.6,0,95.0,0,26.8,130.0,0,2101.0,273.6,574834.0,54,4.5,0,95.0,0,44.0,0,USA,Wise,No - Side Income
PK-FL-01431,2020,Q3,Lahore,Female,39.0,0,Bachelor's,0,Fluent,0,Fiverr,New Seller,Graphic Design,Brand Identity,0.3,1.6,0,88.0,0,2.8,122.0,0,232.0,158.2,36702.0,0,,1,,1,46.0,0,Middle East,Payoneer,Yes
PK-FL-01432,2015,Q1,Quetta,Male,44.0,0,Self-taught/No Formal Degree,0,Fluent,0,Upwork,Top Rated Plus,Video Editing,YouTube Editing,0.4,1.8,0,90.0,0,6.7,169.0,0,1016.0,103.3,104953.0,87,4.4,0,94.0,0,55.0,0,UK,Payoneer,No - Side Income
PK-FL-01433,2022,Q1,Lahore,Male,27.0,0,Self-taught/No Formal Degree,0,Conversational,0,Fiverr,Level 2,Graphic Design,Logo Design,3.0,1.8,0,63.0,0,25.2,33.0,0,541.0,192.7,104251.0,97,3.2,0,,1,10.0,0,USA,Payoneer + Wise,No - Side Income
PK-FL-01434,2019,Q1,Abbottabad,Female,23.0,0,Master's,0,Fluent,0,Fiverr,Level 1,Graphic Design,Brand Identity,3.3,4.4,0,62.0,0,7.7,121.0,0,828.0,144.5,119646.0,40,4.4,0,,1,12.0,0,Australia,Payoneer + Skrill,No - Side Income
PK-FL-01435,2024,Q2,Quetta,Male,30.0,0,Intermediate/A-Levels,0,Conversational,0,Fiverr,Pro Verified,Content Writing,Blog Writing,8.6,3.9,0,95.0,0,27.7,126.0,0,3466.0,283.1,981225.0,899,4.5,0,,1,66.0,0,UK,Wise,Yes
PK-FL-01436,2018,Q1,Quetta,Male,29.0,0,Intermediate/A-Levels,0,Fluent,0,Upwork,Top Rated,Mobile App Development,Xamarin,0.4,1.0,0,96.0,0,21.8,154.0,0,1908.0,134.9,257389.0,29,4.6,0,92.0,0,45.0,0,Canada,Payoneer,Yes
PK-FL-01437,2021,Q2,Islamabad,Female,45.0,0,Matric/O-Levels,0,Conversational,0,Fiverr,New Seller,Data Entry & Virtual Assistant,CRM Management,5.1,4.4,0,74.0,0,3.6,73.0,0,205.0,175.9,36060.0,0,,1,,1,6.0,0,Middle East,Payoneer,No - Side Income
PK-FL-01438,2022,Q2,Karachi,Male,29.0,0,Bachelor's,0,Conversational,0,Freelancer.com,Pro Freelancer,Mobile App Development,React Native,1.6,0.9,0,91.0,0,41.4,77.0,0,3136.0,227.1,712186.0,90,5.0,0,,1,43.0,0,Australia,Wise,Yes
PK-FL-01439,2019,Q3,Faisalabad,Male,38.0,0,Bachelor's,0,Fluent,0,Fiverr,Level 2,Graphic Design,Brand Identity,3.1,2.7,0,65.0,0,7.5,106.0,0,605.0,145.3,87906.0,117,4.7,0,,1,13.0,0,Europe,JazzCash/Easypaisa,No - Student
PK-FL-01440,2024,Q4,Sargodha,Male,41.0,0,Self-taught/No Formal Degree,0,Fluent,0,Fiverr,New Seller,E-commerce,eBay Store Management,9.6,4.4,0,97.0,0,17.6,144.0,0,2473.0,279.3,690709.0,2,4.2,0,,1,12.0,0,Europe,JazzCash/Easypaisa,No - Side Income
PK-FL-01441,2023,Q2,Bahawalpur,Male,31.0,1,Self-taught/No Formal Degree,0,Conversational,0,Freelancer.com,New Member,Video Editing,Subtitles & Captions,1.3,0.7,0,89.0,0,5.3,107.0,0,445.0,258.8,115166.0,4,4.1,0,,1,37.0,0,Canada,Wise,No - Side Income
PK-FL-01442,2016,Q3,Lahore,Male,18.0,0,Bachelor's,0,Conversational,0,Upwork,Top Rated,Data Entry & Virtual Assistant,Transcription,0.3,0.5,0,93.0,0,8.1,32.0,0,169.0,105.0,17745.0,19,4.5,0,96.0,0,33.0,1,UK,Bank Transfer,No - Student
PK-FL-01443,2018,Q4,Karachi,Male,38.0,0,Bachelor's,0,Native/Bilingual,0,Upwork,Expert-Vetted,AI & Machine Learning,ChatGPT Integration,2.4,1.6,0,89.0,0,32.3,104.0,0,2602.0,120.2,312760.0,212,4.8,0,98.0,0,40.0,0,Canada,Wise,Yes
PK-FL-01444,2025,Q2,Peshawar,Male,25.0,0,Bachelor's,0,Basic,0,Upwork,Expert-Vetted,Data Entry & Virtual Assistant,Data Entry,8.2,7.0,0,88.0,0,24.8,52.0,0,1285.0,278.2,357487.0,632,4.7,0,98.0,0,19.0,0,UK,Payoneer,Yes
PK-FL-01445,2025,Q4,Islamabad,Female,20.0,0,Master's,0,Fluent,0,Fiverr,New Seller,E-commerce,Amazon FBA,7.3,2.0,0,72.0,0,7.7,169.0,0,1157.0,278.3,321993.0,2,3.3,0,,1,22.0,0,Europe,Payoneer,Yes
PK-FL-01446,2019,Q3,Sargodha,Male,42.0,0,Bachelor's,0,Native/Bilingual,0,Fiverr,Level 1,Graphic Design,Infographic Design,3.7,4.6,0,90.0,0,15.5,53.0,0,746.0,147.4,109960.0,39,3.9,0,,1,33.0,1,USA,Wise,Yes
PK-FL-01447,2021,Q3,Lahore,Male,39.0,0,Intermediate/A-Levels,0,Conversational,0,Upwork,No Badge,E-commerce,Dropshipping Setup,5.5,6.2,0,88.0,0,20.7,34.0,0,584.0,173.3,101207.0,10,4.6,0,69.0,0,12.0,0,Europe,Wise,No - Student
PK-FL-01448,2022,Q3,Karachi,Male,37.0,0,Bachelor's,0,Fluent,0,Fiverr,New Seller,AI & Machine Learning,Python/ML,2.9,3.6,0,67.0,0,20.3,142.0,0,2549.0,202.4,515918.0,1,4.4,0,,1,28.0,0,UK,Payoneer + Skrill,No - Student
PK-FL-01449,2019,Q3,Faisalabad,Male,31.0,1,Bachelor's,0,Basic,0,Upwork,Rising Talent,Content Writing,Ghostwriting,3.4,4.2,0,82.0,0,7.4,126.0,0,722.0,143.9,103896.0,40,4.8,0,86.0,0,7.0,0,Canada,Payoneer,No - Side Income
PK-FL-01450,2025,Q1,Islamabad,Male,30.0,0,Master's,0,Conversational,0,Freelancer.com,New Member,Content Writing,Script Writing,9.0,6.9,0,72.0,0,5.3,158.0,0,713.0,282.0,201066.0,15,4.6,0,,1,28.0,0,UK,Wise,No - Student
PK-FL-01451,2020,Q2,Faisalabad,Female,26.0,0,Bachelor's,0,Fluent,0,Fiverr,New Seller,Video Editing,Animation (2D),4.2,4.3,0,83.0,0,16.3,94.0,0,1377.0,166.8,229684.0,5,4.5,0,,1,25.0,0,USA,Wise,Yes
PK-FL-01452,2020,Q2,Lahore,Male,31.0,0,Bachelor's,0,Fluent,0,Fiverr,Level 1,Accounting & Finance,Xero,1.2,0.3,0,73.0,0,13.4,22.0,0,214.0,166.7,35674.0,19,4.2,0,,1,30.0,0,Australia,Payoneer + Wise,No - Student
PK-FL-01453,2015,Q3,Karachi,Male,19.0,0,Master's,0,Basic,0,Upwork,No Badge,Mobile App Development,Firebase Integration,0.4,0.6,0,79.0,0,13.8,107.0,0,958.0,101.8,97524.0,0,,1,,1,33.0,1,USA,Skrill,No - Student
PK-FL-01454,2018,Q4,Peshawar,Female,35.0,0,Self-taught/No Formal Degree,0,Native/Bilingual,0,Upwork,No Badge,Data Entry & Virtual Assistant,Data Entry,0.8,0.8,0,79.0,0,1.2,18.0,0,16.0,135.4,2166.0,2,3.5,0,,1,32.0,0,South Asia,Payoneer,No - Side Income
PK-FL-01455,2019,Q3,Lahore,Female,21.0,0,Bachelor's,1,Fluent,0,Upwork,Top Rated,Web Development,React.js,0.8,0.9,0,90.0,0,46.5,54.0,0,2253.0,148.5,334570.0,22,4.8,0,91.0,0,33.0,1,USA,Bank Transfer,No - Student
PK-FL-01456,2019,Q4,Lahore,Male,29.0,0,Self-taught/No Formal Degree,0,Basic,0,Fiverr,Level 2,E-commerce,Dropshipping Setup,4.9,4.5,0,69.0,0,12.9,118.0,0,1023.0,140.4,143629.0,120,3.9,0,,1,1.0,0,Middle East,Bank Transfer,Yes
PK-FL-01457,2023,Q3,Faisalabad,Male,37.0,0,Self-taught/No Formal Degree,0,Conversational,0,Fiverr,Pro Verified,Web Development,Next.js,3.0,0.3,0,88.0,0,61.7,152.0,0,9190.0,236.5,2173435.0,626,4.5,0,,1,28.0,0,USA,Payoneer,Yes
PK-FL-01458,2023,Q2,Karachi,Female,22.0,0,Bachelor's,0,Basic,0,Upwork,Rising Talent,Accounting & Finance,Xero,8.4,2.3,0,69.0,0,20.5,146.0,0,1720.0,246.8,424496.0,16,3.8,0,77.0,0,49.0,0,Mixed,Payoneer,Yes
PK-FL-01459,2018,Q2,Islamabad,Male,23.0,0,Bachelor's,0,Native/Bilingual,0,Fiverr,Level 1,Content Writing,Resume Writing,3.0,1.5,0,83.0,0,7.0,73.0,0,330.0,118.2,39006.0,39,3.7,0,,1,2.0,0,Europe,Bank Transfer,Yes
PK-FL-01460,2025,Q4,Karachi,Male,30.0,0,Self-taught/No Formal Degree,0,Fluent,0,Fiverr,Level 2,E-commerce,Shopify Store Setup,2.5,0.5,0,87.0,0,22.3,98.0,0,1458.0,283.0,412614.0,75,3.9,0,,1,28.0,0,UK,Wise,No - Side Income
PK-FL-01461,2018,Q2,Karachi,Male,40.0,0,Intermediate/A-Levels,0,Conversational,0,Upwork,Expert-Vetted,Web Development,Shopify,0.9,1.3,0,95.0,0,26.5,92.0,1,2544.0,125.0,318000.0,136,4.4,0,97.0,0,15.0,0,South Asia,Payoneer,No - Student
PK-FL-01462,2025,Q2,Sialkot,Female,38.0,0,Bachelor's,0,Fluent,0,Fiverr,Level 1,Digital Marketing,SEO,5.8,4.8,0,72.0,0,32.4,88.0,0,2104.0,283.0,595432.0,48,5.0,0,,1,33.0,1,Australia,Payoneer + Wise,Yes
PK-FL-01463,2025,Q2,Gujranwala,Male,37.0,0,Bachelor's,0,Conversational,0,Upwork,Rising Talent,Mobile App Development,iOS (Swift),2.0,3.3,0,74.0,0,47.8,132.0,0,5822.0,278.6,1622009.0,7,4.5,0,75.0,0,54.0,0,Middle East,Wise,Yes
PK-FL-01464,2024,Q4,Gujrat,Male,27.0,0,Master's,0,Conversational,0,Freelancer.com,Verified Pro,Web Development,PHP/Laravel,4.5,4.3,0,90.0,0,16.6,133.0,0,1465.0,282.1,413277.0,678,3.8,0,,1,53.0,0,UK,JazzCash/Easypaisa,Yes
PK-FL-01465,2023,Q4,Gujrat,Male,36.0,0,Bachelor's,0,Conversational,0,Upwork,No Badge,Video Editing,Animation (2D),2.0,0.7,0,96.0,0,27.4,105.0,0,2035.0,267.7,544770.0,5,3.2,0,58.0,0,33.0,0,Mixed,Wise,Yes
